Original,Split,Literal_Translation,Fluent_Translation,Sentiment,Cleaned_Literal_Translation,Cleaned_Fluent_Translation
"#telmi Comme nous l'annoncions dans un article en date du 9 juillet, il y aura bien une liste écologiste pour les sénatoriales en...",test,"#telmi Like we the annunciations in one Article in date of the 9 July, it y a/ Good. a list ecologist for on Senators in...","#telmi As we announced in an article dated July 9, there will indeed be an environmental list for Senate women in...",1,"#telmi Like we the annunciations in one Article in date of the 9 July, it y a/ Good. a list ecologist for on Senators in...","#telmi As we announced in an article dated July 9, there will indeed be an environmental list for Senate women in..."
"#Dracénie : le PIDAF, un outil de protection de la forêt http",test,"#Dracenia - No, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no. on PIDAF, one tool of the protection of the the forest http","#Dracenia: PIDAF, a tool for protecting the forest http",2,"#Dracenia - No. on PIDAF, one tool of the protection of the the forest http","#Dracenia: PIDAF, a tool for protecting the forest http"
Les OGM et la panne de la biodiversité agricole http,test,The GMO and the Outage of the the biodiversity Agriculture http,GMOs and the breakdown of agricultural biodiversity http,0,The GMO and the Outage of the the biodiversity Agriculture http,GMOs and the breakdown of agricultural biodiversity http
#ecologie Document : le projet d'arrêté sur les certificats d'économie d'énergie dévoilé http,test,"#ecology Document - No, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no. on Project Order-in-Council on on certificates Economy Energy unveiled http",#ecology Document: draft decree on energy saving certificates unveiled http,1,#ecology Document - No. on Project Order-in-Council on on certificates Economy Energy unveiled http,#ecology Document: draft decree on energy saving certificates unveiled http
"Actualité &gt; Dans la jungle ougandaise, le tourisme protège les gorilles: http",test,"News &gt; In the jungle Ugandan, on tourism protect on gorillas: http","News In the Ugandan jungle, tourism protects gorillas: http",2,"News &gt; In the jungle Ugandan, on tourism protect on gorillas: http","News In the Ugandan jungle, tourism protects gorillas: http"
"L'Australie abolit sa taxe carbone: Aujourd'hui 17 juillet, l'Australie a supprimé sa toute jeune t... http #écologie",test,"Australia abolishes its tax carbon: Today 17 July, Australia a deleted its all Young t... http #ecology","Australia abolishes its carbon tax: Today, July 17, Australia has removed its very young... http #ecology",0,"Australia abolishes its tax carbon: Today 17 July, Australia a deleted its all Young t... http #ecology","Australia abolishes its carbon tax: Today, July 17, Australia has removed its very young... http #ecology"
#ecologie Thèse en biologie de la conservation / écologie de la restauration (2014-2017) http,test,#ecology Thesis in biology of the the storage / Ecology of the the restoration (2014-2017) http,#ecology Thesis in Conservation Biology / Restoration Ecology (2014-2017) http,1,#ecology Thesis in biology of the the storage / Ecology of the the restoration (2014-2017) http,#ecology Thesis in Conservation Biology / Restoration Ecology (2014-2017) http
@user @user MAIS OUAIS ! Un truc comme ça mais vachement plus gros ! http,test,"@user @user BUT YEAH - No, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no. no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no no no no no no no no no no no no no no no no no no no One thing as This but Oh, my God. plus large - No, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no. no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no no no no no no no no no no no no no no no no no no no http",@user @user BUT YEAH! Something like that but really bigger! http,2,"@user @user BUT YEAH - No. no One thing as This but Oh, my God. plus large - No. no http",@user @user BUT YEAH! Something like that but really bigger! http
Google multiplie les erreurs pour le lancement de son écosystème Android Wear: Google a réussi à prendre de vi... http,test,Google multiply on errors for on launch of the sound ecosystem Android Wear: Google a successful to take of the vi... http,Google multiplies errors for the launch of its Android Wear ecosystem: Google managed to take vi... http,0,Google multiply on errors for on launch of the sound ecosystem Android Wear: Google a successful to take of the vi... http,Google multiplies errors for the launch of its Android Wear ecosystem: Google managed to take vi... http
#ecologie Olivier Arrigault (FNTR Nord). « La Ségotaxe est l'arbre qui cache la forêt » http,test,"#ecology Olivier Arrigault (FNTR) North). "" The Segotax is the tree who cache the forest » http","#ecology Olivier Arrigault (FNTR Nord). ""Segotax is the tree that hides the forest"" http",1,"#ecology Olivier Arrigault (FNTR) North). "" The Segotax is the tree who cache the forest » http","#ecology Olivier Arrigault (FNTR Nord). ""Segotax is the tree that hides the forest"" http"
Concevoir un bâtiment passif pour limiter l'usage de la climatisation en été: Le confort d'été pass... http #écologie,test,"Design one Building Liabilities for limit use of the the air conditioning in summer: The comfort Summer - No, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no http #ecology",Design a passive building to limit the use of air conditioning in summer: Summer comfort passes... http #ecology,2,Design one Building Liabilities for limit use of the the air conditioning in summer: The comfort Summer - No http #ecology,Design a passive building to limit the use of air conditioning in summer: Summer comfort passes... http #ecology
"A Montréal aussi (Québec), pas facile de trouver un consensus sur les lieux de traitement des déchets ménagers… http",test,"A Montreal also (Quebec), not easy of the find one consensus on on locations of the treatment of the waste housekeepers... http","Also in Montreal, Quebec, it is not easy to find a consensus on where to treat household waste... http",0,"A Montreal also (Quebec), not easy of the find one consensus on on locations of the treatment of the waste housekeepers... http","Also in Montreal, Quebec, it is not easy to find a consensus on where to treat household waste... http"
"Au bout de la longue-vue, une bergeronette. A #Lesmenils @user agit avec la #LPO pour la #biodiversite http",test,"To tip of the the long-view, a She's a sheep's-eye. A #Menils @user action with the #LPO for the #biodiversitis http","At the end of the view, a shepherdette. A #Lesmenils @user acts with #LPO for #biodiversite http",1,"To tip of the the long-view, a She's a sheep's-eye. A #Menils @user action with the #LPO for the #biodiversitis http","At the end of the view, a shepherdette. A #Lesmenils @user acts with #LPO for #biodiversite http"
La controverse actuelle au sein de #EELV est peut être occasion de repenser un parti de gvt avec une ligne claire : démocrate et écologiste,test,"The controversy Current to within of the #EELV is may be opportunity of the Rethinking one party of the gvt with a line clear - No, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no. Democratic and ecologist",The current controversy within #EELV may be an opportunity to rethink a gvt party with a clear line: Democrat and ecologist,2,The controversy Current to within of the #EELV is may be opportunity of the Rethinking one party of the gvt with a line clear - No. Democratic and ecologist,The current controversy within #EELV may be an opportunity to rethink a gvt party with a clear line: Democrat and ecologist
#biodiversité Rosneft et ExxonMobil menacent le berceau des ours polaires en Russie http,test,#biodiversity Rosneft and ExxonMobil Threaten on cradle of the bear polar in Russia http,#biodiversity Rosneft and ExxonMobil threaten the cradle of polar bears in Russia http,0,#biodiversity Rosneft and ExxonMobil Threaten on cradle of the bear polar in Russia http,#biodiversity Rosneft and ExxonMobil threaten the cradle of polar bears in Russia http
La #ville nourricière du futur via @user : http #écologique #futur http,test,"The #city nurse of the Future via @user - No, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no. http #ecological #future http",The #federation of the future via @user: http #ecological #future http,1,The #city nurse of the Future via @user - No. http #ecological #future http,The #federation of the future via @user: http #ecological #future http
